Census year,Add,Shop,Seating type,Number of seats
2019,"Part Ground , 470-470 Spencer Street WEST MELBOURNE 3003",Flames of India,Seats - Indoor,48
2019,437-439 Spencer Street WEST MELBOURNE 3003,Spence,Seats - Indoor,14
2019,499 MacAulay Road KENSINGTON VIC 3031,Grounded House,Seats - Indoor,14
2019,499 MacAulay Road KENSINGTON VIC 3031,Grounded House,Seats - Outdoor,4
2019,43 Epsom Road KENSINGTON VIC 3031,Local Folk Cafe,Seats - Indoor,60
2019,10 Gatehouse Drive KENSINGTON VIC 3031,Al Capone's Pizzeria,Seats - Indoor,30
2019,"Unit 1, Level 1 70 Speakmen Street KENSINGTON VIC 3031",Don't Tell Charles Coffee & Desserts,Seats - Indoor,14
2019,"Shop 27, 320-380 Epsom Road FLEMINGTON VIC 3031",Hem 27,Seats - Outdoor,8
2019,"Shop 16, 320-380 Epsom Road FLEMINGTON VIC 3031",Rye Cafe,Seats - Outdoor,16
2019,"Shop 12, 320-380 Epsom Road FLEMINGTON VIC 3031",Provata Urban Larder & Cafe,Seats - Indoor,21
2019,78A Wellington Parade EAST MELBOURNE 3002,Geppetto Trattoria,Seats - Outdoor,6
2019,76 Wellington Parade EAST MELBOURNE 3002,Hard Pressed,Seats - Outdoor,6
2019,"Part Ground , 74 Wellington Parade EAST MELBOURNE 3002",Jolimont Cafe,Seats - Outdoor,8
2019,"Unit 5, 166 Albert Street EAST MELBOURNE 3002",Grocery Bar East Melbourne,Seats - Indoor,46
2019,"Shop 7, 166 Albert Street EAST MELBOURNE 3002",Gourmet Pizza Bar,Seats - Outdoor,40
2019,150-152 Powlett Street EAST MELBOURNE 3002,Charlie Cox,Seats - Indoor,77
2019,148 Powlett Street EAST MELBOURNE 3002,Laurent - Boulangerie Patisserie,Seats - Indoor,51
2019,154 Powlett Street EAST MELBOURNE 3002,My Sushi Japanese Cafe,Seats - Outdoor,6
2019,"Shop 1, 372-376 Albert Street EAST MELBOURNE 3002",Degani @ East Melbourne,Seats - Outdoor,18
2019,14 Lansdowne Street EAST MELBOURNE 3002,Zio's Ristorante,Seats - Indoor,75
2019,"Part Ground , 250 Victoria Parade EAST MELBOURNE 3002",Solah,Seats - Outdoor,12
2019,"Ground , 478-484 Albert Street EAST MELBOURNE 3002",Albert St Deli,Seats - Indoor,53
2019,"Part Ground , 1 Nicholson Street EAST MELBOURNE 3002",Sir Osborn,Seats - Indoor,140
2019,"Part Gnd & Mezz , 8 Nicholson Street EAST MELBOURNE 3002",Cafe Ecco,Seats - Outdoor,24
2019,"Part Ground , 32 Victoria Parade EAST MELBOURNE 3002",Zouki Cafe Eye & Ear Hospital,Seats - Indoor,52
2019,"Ground , 23 Lansdowne Street EAST MELBOURNE 3002",Cafe Lansdowne,Seats - Indoor,30
2019,"Ground , 23 Lansdowne Street EAST MELBOURNE 3002",Cafe Lansdowne,Seats - Outdoor,33
2019,"LwrGround , 182-184 Victoria Parade EAST MELBOURNE 3002",Basement Espresso,Seats - Outdoor,9
2019,"Level 1, 160 Spring Street EAST MELBOURNE 3002",Strangers Corridor,Seats - Indoor,60
2019,"Part Ground , 2 St Andrews Place EAST MELBOURNE 3002",Zouki on the Park,Seats - Indoor,60
2019,"Basement , 2-6 Parliament Place EAST MELBOURNE 3002",Mr Tod,Seats - Outdoor,47
2019,"Part Level 1, 1 MacArthur Street EAST MELBOURNE 3002",Treasury Cafe,Seats - Indoor,100
2019,291 Wellington Parade South EAST MELBOURNE 3002,Mugs Alley,Seats - Indoor,42
2019,Part 120 Brunton Avenue EAST MELBOURNE 3002,Spotless Services,Seats - Outdoor,175
2019,Part 120 Brunton Avenue EAST MELBOURNE 3002,Spotless Services,Seats - Indoor,3240
2019,Part The Glasshouse Olympic Park 20 Olympic Boulevard MELBOURNE VIC 3004,The Glasshouse Eatery,Seats - Outdoor,46
2019,407C-407D St Kilda Road MELBOURNE VIC 3004,Cafe Rosco,Seats - Outdoor,24
2019,Part Ground 417 St Kilda Road MELBOURNE VIC 3004,Tokyo Sushi Kitchen,Seats - Indoor,28
2019,"Suite 1, Ground 431 St Kilda Road MELBOURNE VIC 3004",Japan Inn Gourmet Sushi,Seats - Outdoor,16
2019,1 Commercial Road MELBOURNE VIC 3004,Shuji Sushi,Seats - Outdoor,18
2019,13-15 Commercial Road MELBOURNE VIC 3004,Cafe La Colline,Seats - Indoor,18
2019,5-5A Commercial Road MELBOURNE VIC 3004,Rice @ Chevron,Seats - Indoor,34
2019,521 St Kilda Road MELBOURNE VIC 3004,Hawker Canteen,Seats - Outdoor,14
2019,1A-3 Commercial Road MELBOURNE VIC 3004,Beluga At Chevron,Seats - Outdoor,37
2019,Part Ground 553 St Kilda Road MELBOURNE VIC 3004,Cafe Ella,Seats - Indoor,87
2019,Part Ground 553 St Kilda Road MELBOURNE VIC 3004,Cafe Ella,Seats - Outdoor,43
2019,305-331 City Road SOUTHBANK VIC 3006,McDonald's,Seats - Outdoor,44
2019,305-331 City Road SOUTHBANK VIC 3006,McDonald's,Seats - Indoor,50
2019,269 City Road SOUTHBANK VIC 3006,A Treat of France,Seats - Indoor,25
2019,"Shop 1, 58 Clarke Street SOUTHBANK VIC 3006",Circolo,Seats - Outdoor,8
2019,"Shop 3A, 152 Sturt Street SOUTHBANK VIC 3006",Cafe Godot,Seats - Indoor,20
2019,Part 140 Southbank Boulevard SOUTHBANK VIC 3006,Script Bar & Bistro,Seats - Indoor,126
2019,"Tenancy 2, Ground 80 Dorcas Street SOUTHBANK VIC 3006",Cafe Clicquot,Seats - Indoor,44
2019,"Tenancy 2, Ground 80 Dorcas Street SOUTHBANK VIC 3006",Cafe Clicquot,Seats - Outdoor,16
2019,71 Coventry Street SOUTHBANK VIC 3006,Gordon,Seats - Indoor,40
2019,6 Dorcas Street SOUTHBANK VIC 3006,Nashi,Seats - Indoor,33
2019,35-37 Coventry Street SOUTHBANK VIC 3006,Billy's Pantry Southbank,Seats - Outdoor,62
2019,41 Coventry Street SOUTHBANK VIC 3006,Queenie's Restaurant & Cafe,Seats - Indoor,40
2019,Kiosk Theatres Arts Centre Melbourne Opposite 100 St Kilda Road SOUTHBANK VIC 3006,Centro,Seats - Indoor,54
2019,Part 100 St Kilda Road SOUTHBANK VIC 3006,Teatro,Seats - Indoor,100
2019,Part 100 St Kilda Road SOUTHBANK VIC 3006,Sake Restaurant & Bar,Seats - Outdoor,70
2019,Part Ground 180 St Kilda Road SOUTHBANK VIC 3006,Garden Restaurant,Seats - Indoor,160
2019,Part Level 1 180 St Kilda Road SOUTHBANK VIC 3006,The Tea Room,Seats - Indoor,80
2019,Part Ground 180 St Kilda Road SOUTHBANK VIC 3006,Gallery Kitchen,Seats - Indoor,1000
2019,Part Podium 1 Southgate Avenue SOUTHBANK VIC 3006,Melba Restaurant,Seats - Indoor,220
2019,"Shop 17, Podium 3 Southgate Avenue SOUTHBANK VIC 3006",Espresso Bar International,Seats - Indoor,65
2019,"Restaurant 5, Mid Lvl 3 Southgate Avenue SOUTHBANK VIC 3006",Hophaus,Seats - Indoor,140
2019,Shop 10-12 Mid Lvl 3 Southgate Avenue SOUTHBANK VIC 3006,Red Emperor,Seats - Indoor,100
2019,"Restaurant 2 Ground  & restaurant 6 mid lvl, 3 Southgate Avenue SOUTHBANK VIC 3006",Pure South Dining,Seats - Indoor,250
2019,"Restaurant 1-2, Mid Lvl 3 Southgate Avenue SOUTHBANK VIC 3006",La Camera,Seats - Indoor,230
2019,"Shop 20, Ground 3 Southgate Avenue SOUTHBANK VIC 3006",Waterfront (Southgate),Seats - Indoor,192
2019,Shop 10-12 Mid Lvl 3 Southgate Avenue SOUTHBANK VIC 3006,Red Emperor,Seats - Outdoor,50
2019,"Shop 24-28, Mid Lvl 3 Southgate Avenue SOUTHBANK VIC 3006",Tutto Bene,Seats - Indoor,35
2019,"Restaurant 3, Upper Lvl 3 Southgate Avenue SOUTHBANK VIC 3006",Bluetrain,Seats - Outdoor,80
2019,Plaza Level 26 Southgate Avenue SOUTHBANK VIC 3006,Jarrah Restaurant & Bar,Seats - Outdoor,60
2019,Plaza Level 26 Southgate Avenue SOUTHBANK VIC 3006,Jarrah Restaurant & Bar,Seats - Indoor,85
2019,Part Ground 441 St Kilda Road MELBOURNE VIC 3004,Commodity Cafe,Seats - Outdoor,70
2019,Part Ground 509 St Kilda Road MELBOURNE VIC 3004,In a Rush,Seats - Indoor,50
2019,92 Lorimer Street DOCKLANDS 3008,Mad Duck Cafe,Seats - Indoor,35
2019,96 Lorimer Street DOCKLANDS 3008,Jasmin 1 Melbourne,Seats - Indoor,80
2019,92 Lorimer Street DOCKLANDS 3008,Mad Duck Cafe,Seats - Outdoor,27
2019,Part 102-102 Lorimer Street DOCKLANDS 3008,The Espressonist,Seats - Outdoor,24
2019,Part 102-102 Lorimer Street DOCKLANDS 3008,The Espressonist,Seats - Indoor,24
2019,"Suite 91, 21 Hall Street PORT MELBOURNE VIC 3207",Hall St Cafe,Seats - Indoor,59
2019,3 Central Boulevard PORT MELBOURNE VIC 3207,Portside Deli,Seats - Indoor,44
2019,"Suite 4, Pier 35 263-329 Lorimer Street PORT MELBOURNE VIC 3207",Pier 35 Bar & Grill,Seats - Outdoor,90
2019,"Suite 1, Pier 35 263-329 Lorimer Street PORT MELBOURNE VIC 3207",Ocean View Cafe Port Melbourne,Seats - Outdoor,30
2019,"Suite 4, Pier 35 263-329 Lorimer Street PORT MELBOURNE VIC 3207",Pier 35 Bar & Grill,Seats - Indoor,90
2019,"Unit 6, 1 Phillip Court PORT MELBOURNE VIC 3207",Felicci's,Seats - Outdoor,44
2019,"Unit 3, 1 Phillip Court PORT MELBOURNE VIC 3207",Ootoro,Seats - Indoor,23
2019,"Unit 4, 1 Phillip Court PORT MELBOURNE VIC 3207",Degani Bakery Cafe,Seats - Outdoor,40
2019,"Unit 2, 1 Phillip Court PORT MELBOURNE VIC 3207",Black Jack Cafe,Seats - Outdoor,32
2019,"Unit 2, 1 Phillip Court PORT MELBOURNE VIC 3207",Black Jack Cafe,Seats - Indoor,30
2019,Part 46 Cook Street PORT MELBOURNE VIC 3207,Hungry Jacks,Seats - Indoor,70
2019,Part 46 Cook Street PORT MELBOURNE VIC 3207,Red Rooster Westgate,Seats - Indoor,40
2019,Part Level 2 187 Todd Road PORT MELBOURNE VIC 3207,Hudsons Coffee Port Melbourne,Seats - Indoor,14
2019,Part Ground 4 Riverside Quay SOUTHBANK VIC 3006,Infinite Wasabi,Seats - Indoor,36
2019,Part Ground 6 Riverside Quay SOUTHBANK VIC 3006,Ludlow Bar & Dining Room,Seats - Outdoor,100
2019,Part Ground 6 Riverside Quay SOUTHBANK VIC 3006,Ludlow Bar & Dining Room,Seats - Indoor,300
2019,Part Ground 1 Southbank Boulevard SOUTHBANK VIC 3006,Left Bank Melbourne,Seats - Indoor,100
2012,"Ground , 16 Little La Trobe Street MELBOURNE 3000",Stax Cafe,Seats - Indoor,39
2012,381 Swanston Street MELBOURNE 3000,Hungry Jack's,Seats - Outdoor,12
2012,"Basement , 344 Swanston Street MELBOURNE 3000",Caffeine At Re Vault,Seats - Indoor,80
2012,"Basement , 344 Swanston Street MELBOURNE 3000",Caffeine At Re Vault,Seats - Outdoor,6
2012,"Shop 2, Ground , 333 Exhibition Street MELBOURNE 3000",The Terrace,Seats - Indoor,103
2012,"Shop 2, Ground , 333 Exhibition Street MELBOURNE 3000",The Terrace,Seats - Outdoor,15
2012,338 Russell Street MELBOURNE 3000,Blu Point Caffe,Seats - Indoor,45
2012,"Ground , 390 Spencer Street WEST MELBOURNE 3003",Moulin Rouge Cafe,Seats - Outdoor,6
2012,"Ground , 362 Spencer Street WEST MELBOURNE 3003",Rej's Cafe & Kebabs,Seats - Indoor,43
2012,"Shop 3, Ground , 365 Queen Street MELBOURNE 3000",Lunchroom,Seats - Indoor,60
2012,"Ground , 437-439 Elizabeth Street MELBOURNE 3000",Menya Ramen,Seats - Outdoor,8
2012,Part 441-445 Elizabeth Street MELBOURNE 3000,Little Coconut,Seats - Outdoor,18
2012,Part 441-445 Elizabeth Street MELBOURNE 3000,Little Coconut,Seats - Indoor,44
2012,"Ground , 449 Elizabeth Street MELBOURNE 3000",Coconut House,Seats - Outdoor,18
2012,"Part Ground , 167 Franklin Street MELBOURNE 3000",Cafe Bakpak,Seats - Indoor,40
2012,133-135 Victoria Street MELBOURNE 3000,Market Lane Cafe,Seats - Indoor,20
2012,115-129 Victoria Street MELBOURNE 3000,Gozleme Cafe,Seats - Outdoor,10
2012,"Stall 25,  Peel Street MELBOURNE 3000",Pizza @ QV,Seats - Indoor,12
2012,"Stall 20,  Peel Street MELBOURNE 3000",Tribel Cafe,Seats - Indoor,16
2012,507 Elizabeth Street MELBOURNE 3000,Le Croissant Des Halles,Seats - Outdoor,42
2012,519-521 Elizabeth Street MELBOURNE 3000,Coffea Coffee,Seats - Outdoor,35
2012,517 Elizabeth Street MELBOURNE 3000,Cafe Victoria,Seats - Outdoor,24
2012,519-521 Elizabeth Street MELBOURNE 3000,Coffea Coffee,Seats - Indoor,26
2012,487 Elizabeth Street MELBOURNE 3000,Cafe Scaletti,Seats - Outdoor,12
2012,"Shop 2, 489-499 Elizabeth Street MELBOURNE 3000",Jasper Kitchen,Seats - Outdoor,8
2012,"Unit 1, Ground , 50-56 Franklin Street MELBOURNE 3000",Melba Cafe,Seats - Outdoor,16
2012,479 Swanston Street MELBOURNE 3000,Kawai Japanese Takeaway,Seats - Indoor,24
2012,493 Swanston Street MELBOURNE 3000,Ma Ma Sichuan Restaurant,Seats - Indoor,96
2012,487 Swanston Street MELBOURNE 3000,Mrs Noodle,Seats - Indoor,74
2012,18-38 Siddeley Street DOCKLANDS 3005,Byblo's Bar & Restaurant,Seats - Outdoor,53
2012,18-38 Siddeley Street DOCKLANDS 3005,Byblo's Bar & Restaurant,Seats - Indoor,220
2012,18-38 Siddeley Street DOCKLANDS 3005,Jamps Cafe,Seats - Indoor,57
2012,740 Swanston Street CARLTON 3053,Sinbad's Cafe,Seats - Indoor,16
2012,88 Lygon Street CARLTON 3053,TM.A's Dumpling Den,Seats - Outdoor,16
2012,88 Lygon Street CARLTON 3053,TM.A's Dumpling Den,Seats - Indoor,35
2012,219-221 Lygon Street CARLTON 3053,Pappa Gino's Pizza Restaurant,Seats - Outdoor,40
2012,225-229 Lygon Street CARLTON 3053,Cafe Corretto,Seats - Outdoor,55
2012,303 Lygon Street CARLTON 3053,Tiamo Coffee,Seats - Indoor,50
2012,305 Lygon Street CARLTON 3053,Tiamo 2,Seats - Indoor,125
2012,305 Lygon Street CARLTON 3053,Tiamo 2,Seats - Outdoor,20
2012,323 Lygon Street CARLTON 3053,CV's Cafe & Bar On Lygon,Seats - Indoor,40
2012,341-343 Lygon Street CARLTON 3053,Intersection Cafe,Seats - Outdoor,6
2012,341-343 Lygon Street CARLTON 3053,Intersection Cafe,Seats - Indoor,39
2012,"Unit 1011, 570 Lygon Street CARLTON 3053",Freshpack,Seats - Indoor,40
2012,162 Elgin Street CARLTON 3053,Esposito atToofey's,Seats - Indoor,70
2012,350-352 Drummond Street CARLTON 3053,Markov Place,Seats - Outdoor,20
2012,350-352 Drummond Street CARLTON 3053,Markov Place,Seats - Indoor,65
2012,"Ground , 169 Elgin Street CARLTON 3053",Cafe Itch,Seats - Indoor,12
2012,313-315 Drummond Street CARLTON 3053,Masani's Italian Dinning & Terrace,Seats - Indoor,100
2012,"Ground , 198-204 Faraday Street CARLTON 3053",Brunetti,Seats - Indoor,100
2012,"Ground , 194-196 Faraday Street CARLTON 3053",Brunetti,Seats - Outdoor,42
2012,48-50 Grattan Street CARLTON 3053,Il Vicolo,Seats - Indoor,180
2012,334-336 Lygon Street CARLTON 3053,Key On The Wall Restaurant,Seats - Indoor,95
2012,320 Lygon Street CARLTON 3053,Donnini's,Seats - Indoor,70
2012,316-318 Lygon Street CARLTON 3053,Copperwood,Seats - Outdoor,33
2012,306-308 Lygon Street CARLTON 3053,Dimattina's Restaurant Bar,Seats - Indoor,110
2012,294-296 Lygon Street CARLTON 3053,Cafe Trevi,Seats - Outdoor,36
2012,118-120 Elgin Street CARLTON 3053,Muttis,Seats - Indoor,69
2012,176 Rathdowne Street CARLTON 3053,Bangkok Rain,Seats - Outdoor,12
2012,176 Rathdowne Street CARLTON 3053,Bangkok Rain,Seats - Indoor,23
2012,174 Rathdowne Street CARLTON 3053,Ziyka Restaurant,Seats - Indoor,24
2012,168-170 Rathdowne Street CARLTON 3053,La Contadina Restaurant,Seats - Outdoor,9
2012,160-162 Rathdowne Street CARLTON 3053,Rossi's Pizza & Pasta,Seats - Indoor,42
2012,161-163 Nicholson Street CARLTON 3053,Casa Farro,Seats - Indoor,80
2012,191 Nicholson Street CARLTON 3053,Scopri Italian Food & Wine,Seats - Indoor,60
2012,"Ground , 224 Pelham Street MELBOURNE 3000",Blue Print Eatery & Bar,Seats - Outdoor,12
2012,"Ground , 224 Pelham Street MELBOURNE 3000",Blue Print Eatery & Bar,Seats - Indoor,60
2012,"Ground , 161 Barry Street CARLTON 3053",Baretto Cafe,Seats - Indoor,120
2012,196 Pelham Street CARLTON 3053,Pearls Cafe & Sandwich Bar,Seats - Indoor,20
2012,163 Grattan Street CARLTON 3053,Animal Orchestra,Seats - Outdoor,88
2012,154 Lincoln Square North CARLTON 3053,Bouverie Deli,Seats - Indoor,8
2012,"Shop 2, 743-751 Swanston Street CARLTON 3053",KFC Carlton,Seats - Indoor,22
2012,"Shop 1, Ground , 121 Cardigan Street CARLTON 3053",Rice Bar Not Only Rice,Seats - Outdoor,40
2012,"Tenancy 103, 640 Swanston Street CARLTON 3053",Spice 9 Grill,Seats - Outdoor,10
2012,117 Grattan Street CARLTON 3053,Roy's Cafe,Seats - Outdoor,21
2012,167 Lygon Street CARLTON 3053,Kokoblack,Seats - Outdoor,30
2012,"Ground , 169 Lygon Street CARLTON 3053",Stuzzichino,Seats - Outdoor,34
2012,171 Lygon Street CARLTON 3053,Amigos Lygon Street,Seats - Indoor,95
2012,"Ground , 181-183 Lygon Street CARLTON 3053",Cafe Cavallino,Seats - Outdoor,48
2012,"Ground , 181-183 Lygon Street CARLTON 3053",Cafe Cavallino,Seats - Indoor,100
2012,"Ground , 185-187 Lygon Street CARLTON 3053",Cafe Cavallino,Seats - Outdoor,68
2012,199 Lygon Street CARLTON 3053,Seasons Provedore,Seats - Indoor,10
2012,111-113 Grattan Street CARLTON 3053,Tigerlily Cafe,Seats - Outdoor,22
2012,262 Lygon Street CARLTON 3053,Alpino Restaurant,Seats - Outdoor,24
2012,258 Lygon Street CARLTON 3053,Gurkhas,Seats - Indoor,65
2012,258 Lygon Street CARLTON 3053,Gurkhas,Seats - Outdoor,25
2012,"Unit 5, 252 Lygon Street CARLTON 3053",Villa Romana,Seats - Outdoor,60
2012,"Unit 5, 252 Lygon Street CARLTON 3053",Villa Romana,Seats - Indoor,200
2012,242-244 Lygon Street CARLTON 3053,Front Cooking School,Seats - Outdoor,8
2012,240 Lygon Street CARLTON 3053,Piccolo Mondo,Seats - Indoor,120
2012,238 Lygon Street CARLTON 3053,Spaghettata Restaurant,Seats - Indoor,130
2012,234-236 Lygon Street CARLTON 3053,Via Veneto,Seats - Outdoor,40
2012,230 Lygon Street CARLTON 3053,Royal Aiyara Thai Restaurant,Seats - Outdoor,28
2012,222 Lygon Street CARLTON 3053,Little Lygon Bar & Grill,Seats - Outdoor,50
2012,218-224 Drummond Street CARLTON 3053,La Cacciatora Restaurant,Seats - Outdoor,26
2012,174-178 Lygon Street CARLTON 3053,Lemongrass,Seats - Outdoor,16
2012,148-150 Lygon Street CARLTON 3053,Pasta Rustica Ristorante,Seats - Outdoor,38
2012,120 Lygon Street CARLTON 3053,Lygon Charcoal Grill & Steakhouse,Seats - Outdoor,29
2012,120 Lygon Street CARLTON 3053,Lygon Charcoal Grill & Steakhouse,Seats - Indoor,100
2012,112 Lygon Street CARLTON 3053,Lazzat on Lygon,Seats - Outdoor,16
2012,110 Lygon Street CARLTON 3053,Ying Thai 2,Seats - Outdoor,24
2012,108 Lygon Street CARLTON 3053,Carlton Curry House,Seats - Outdoor,12
2012,106 Lygon Street CARLTON 3053,Golden Prawn,Seats - Indoor,40
2012,118 Lygon Street CARLTON 3053,Svago Ristorante,Seats - Indoor,30
2012,118 Lygon Street CARLTON 3053,Svago Ristorante,Seats - Outdoor,12
2012,69-71 Pelham Street CARLTON 3053,Michelino's Trattoria,Seats - Indoor,70
2012,"Ground , 95-97 Lygon Street CARLTON 3053",Kebab Factory,Seats - Outdoor,8
2012,99 Lygon Street CARLTON 3053,Toto's Pizza,Seats - Outdoor,28
2012,"Ground , 123 Lygon Street CARLTON 3053",Mercadante Pizza,Seats - Outdoor,30
2012,131-133 Lygon Street CARLTON 3053,Jive Bar & Restaurant,Seats - Indoor,75
2012,139-141 Lygon Street CARLTON 3053,Universal Pizza,Seats - Indoor,100
2012,143-145 Lygon Street CARLTON 3053,Little Pasta House,Seats - Outdoor,42
2012,"Ground , 149 Lygon Street CARLTON 3053",Tank Fish And Chippery,Seats - Indoor,15
2012,127 Pelham Street CARLTON 3053,Chai,Seats - Indoor,30
2012,"Unit 1, Ground , 139 Bouverie Street CARLTON 3053",Cafe Tre Sette,Seats - Indoor,45
2012,"Shop , 185 Pelham Street CARLTON 3053",Porta Via,Seats - Outdoor,40
2012,"Unit 1, Ground , 127-133 Leicester Street CARLTON 3053",Bar Scopa,Seats - Indoor,14
2012,122-128 Berkeley Street CARLTON 3053,Middle Fish,Seats - Indoor,60
2012,"Ground , 259 Queensberry Street CARLTON 3053",Red Capsicum,Seats - Indoor,40
2012,"Ground 0, 261-263 Queensberry Street CARLTON 3053",QB's Gourmet Cafe,Seats - Indoor,20
2012,"Part Level 3, 23-27 Victoria Street CARLTON 3053",Coffee On Cardigan,Seats - Indoor,12
2012,"Ground , 1-7 Lygon Street CARLTON 3053",No1 Steam Boat,Seats - Outdoor,4
2012,72 Victoria Street CARLTON 3053,Roza Restaurant,Seats - Indoor,49
2012,156-292 Grattan Street PARKVILLE 3010,Romano's Coffee  Parkville,Seats - Outdoor,32
2012,156-292 Grattan Street PARKVILLE 3010,Lot#6 Cafe,Seats - Indoor,80
2012,"Ground , 156-292 Grattan Street PARKVILLE 3010",Shanti Bhagwan Cafe,Seats - Outdoor,24
2012,"Part Ground , 156-292 Grattan Street PARKVILLE 3010",The Potter Espresso Bar,Seats - Indoor,28
2012,"Ground , 9 Errol Street NORTH MELBOURNE 3051",The Hot Poppy,Seats - Outdoor,30
2012,31 Errol Street NORTH MELBOURNE 3051,S & J Sushi Noodle Town,Seats - Outdoor,24
2012,47 Errol Street NORTH MELBOURNE 3051,Urban Burger,Seats - Indoor,30
2012,63 Errol Street NORTH MELBOURNE 3051,Acraba,Seats - Outdoor,18
2012,69-71 Errol Street NORTH MELBOURNE 3051,Errol's Pantry Bakehouse,Seats - Indoor,40
2012,81 Errol Street NORTH MELBOURNE 3051,Snax Deli,Seats - Outdoor,18
2012,97 Errol Street NORTH MELBOURNE 3051,Fandango,Seats - Indoor,12
2012,12-14 Errol Street NORTH MELBOURNE 3051,Sosta Cucina,Seats - Indoor,60
2012,12-14 Errol Street NORTH MELBOURNE 3051,Sosta Cucina,Seats - Outdoor,22
2012,8 Errol Street NORTH MELBOURNE 3051,Tramezzini,Seats - Indoor,20
2012,19-21 Leveson Street NORTH MELBOURNE 3051,Di Bella Coffee,Seats - Outdoor,12
2012,19-21 Leveson Street NORTH MELBOURNE 3051,Di Bella Coffee,Seats - Indoor,60
2012,268 Victoria Street NORTH MELBOURNE 3051,Hallah,Seats - Indoor,32
2012,270 Victoria Street NORTH MELBOURNE 3051,Woo-Ga,Seats - Indoor,45
2012,"Ground , 579-581 Elizabeth Street MELBOURNE 3000",Melbourne City Cafe,Seats - Indoor,42
2012,599 Elizabeth Street MELBOURNE 3000,Perri Cine Video & Photography,Seats - Indoor,18
2012,502 Queensberry Street NORTH MELBOURNE 3051,Mr Price's Food Store,Seats - Indoor,30
2012,101 Flemington Road NORTH MELBOURNE 3051,Avist Cafe,Seats - Indoor,40
2012,11-8 Anderson Street WEST MELBOURNE 3003,Roller Door Cafe,Seats - Indoor,15
2012,11-8 Anderson Street WEST MELBOURNE 3003,Roller Door Cafe,Seats - Outdoor,10
2012,655 Spencer Street WEST MELBOURNE 3003,Cafe West,Seats - Indoor,27
2012,655 Spencer Street WEST MELBOURNE 3003,Cafe West,Seats - Outdoor,5
2012,345 Victoria Street WEST MELBOURNE 3003,Fraus Crepes & Chocolat,Seats - Outdoor,10
2012,359 Victoria Street WEST MELBOURNE 3003,Amiconi,Seats - Outdoor,10
2012,279 Victoria Street WEST MELBOURNE 3003,In Season Thai Cuisine,Seats - Indoor,54
2012,541-547 Spencer Street WEST MELBOURNE 3003,Embassy Cafe,Seats - Outdoor,24
2012,495-497 Spencer Street WEST MELBOURNE 3003,Flavours On Spencer,Seats - Indoor,35
2012,495-497 Spencer Street WEST MELBOURNE 3003,Flavours On Spencer,Seats - Outdoor,4
2012,"Ground , 199 Victoria Street WEST MELBOURNE 3003",Madina,Seats - Indoor,30
2012,215 Victoria Street WEST MELBOURNE 3003,Don Camillo Cafe Bar Restaurant,Seats - Indoor,45
2012,"Ground , 225-229 Victoria Street WEST MELBOURNE 3003",Home Barista Institute,Seats - Indoor,52
